,EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40
10,5580071,PINELLAS (ZONE), ,10/7/1996,800,Tropical Storm,51, ,0.0,1.0,25020000.0,0.0,FL,EST, ,2053665.0,Z,50.0,TBW,0.0,0.0, , , , , , , , , , , , , ,,"Tropical Storm Josephine moved northeast across the Gulf of Mexico and brought low to moderate range tropical storm force winds to mainly coastal areas of West Central and Southwest Florida.  Maximum sustained winds of 45 mph with gusts as high as 71 mph were observed at the Sunshine Skyway Bridge at the mouth of Tampa Bay.

Tropical Storm Josephine moved onshore in the Big Bend area of Florida and caused storm surges of 8 to 9 feet at Cedar Key in Levy county shortly after midnight on the 8th.  Storm surges of 4 to 6 feet were common from Citrus county south to the Tampa Bay metro area.  Storm surges of 2 to 4 feet were common from Anna Maria Island in Manatee county south to Ft. Myers in Lee county.

Minor to moderate beach erosion occurred along the Sarasota, Manatee, Pinellas and Hillsborough county beaches.  Total beach erosion costs were estimated at two million dollars.

Rain bands associated with Tropical Storm Josephine produced 4 to 6 inches of rain in less than eight hours over parts of Southwest Florida.  Flooding of homes and streets were observed from Bradenton south to Port Charlotte.

Flooding from storm surges occurred along the entire West Florida coastline but was most pronounced in Pinellas county where nearly 1,400 dwellings were affected by floodwaters.  Estimated damage from Tropical Storm Josephine in Pinellas county alone was over 25 million.  Overall, nearly 3,600 homes from Levy county south along the West Florida coastline to Lee county were affected by floodwaters from Tropical Storm Josephine, mainly west of the U.S. 19 corridor.

One injury was reported when a male youth broke a leg attempting to surf the storm surge along a Pinellas county beach.",11,,,,
11,5579878,PASCO (ZONE), ,10/7/1996,800,Tropical Storm,37, ,0.0,0.0,3270000.0,0.0,FL,EST, ,2053665.0,Z,49.0,TBW,0.0,0.0, , , , , , , , , , , , , ,,"Tropical Storm Josephine moved northeast across the Gulf of Mexico and brought low to moderate range tropical storm force winds to mainly coastal areas of West Central and Southwest Florida.  Maximum sustained winds of 45 mph with gusts as high as 71 mph were observed at the Sunshine Skyway Bridge at the mouth of Tampa Bay.

Tropical Storm Josephine moved onshore in the Big Bend area of Florida and caused storm surges of 8 to 9 feet at Cedar Key in Levy county shortly after midnight on the 8th.  Storm surges of 4 to 6 feet were common from Citrus county south to the Tampa Bay metro area.  Storm surges of 2 to 4 feet were common from Anna Maria Island in Manatee county south to Ft. Myers in Lee county.

Minor to moderate beach erosion occurred along the Sarasota, Manatee, Pinellas and Hillsborough county beaches.  Total beach erosion costs were estimated at two million dollars.

Rain bands associated with Tropical Storm Josephine produced 4 to 6 inches of rain in less than eight hours over parts of Southwest Florida.  Flooding of homes and streets were observed from Bradenton south to Port Charlotte.

Flooding from storm surges occurred along the entire West Florida coastline but was most pronounced in Pinellas county where nearly 1,400 dwellings were affected by floodwaters.  Estimated damage from Tropical Storm Josephine in Pinellas county alone was over 25 million.  Overall, nearly 3,600 homes from Levy county south along the West Florida coastline to Lee county were affected by floodwaters from Tropical Storm Josephine, mainly west of the U.S. 19 corridor.

One injury was reported when a male youth broke a leg attempting to surf the storm surge along a Pinellas county beach.",12,,,,
12,5579877,HERNANDO (ZONE), ,10/7/1996,800,Tropical Storm,36, ,0.0,0.0,3930000.0,0.0,FL,EST, ,2053665.0,Z,48.0,TBW,0.0,0.0, , , , , , , , , , , , , ,,"Tropical Storm Josephine moved northeast across the Gulf of Mexico and brought low to moderate range tropical storm force winds to mainly coastal areas of West Central and Southwest Florida.  Maximum sustained winds of 45 mph with gusts as high as 71 mph were observed at the Sunshine Skyway Bridge at the mouth of Tampa Bay.

Tropical Storm Josephine moved onshore in the Big Bend area of Florida and caused storm surges of 8 to 9 feet at Cedar Key in Levy county shortly after midnight on the 8th.  Storm surges of 4 to 6 feet were common from Citrus county south to the Tampa Bay metro area.  Storm surges of 2 to 4 feet were common from Anna Maria Island in Manatee county south to Ft. Myers in Lee county.

Minor to moderate beach erosion occurred along the Sarasota, Manatee, Pinellas and Hillsborough county beaches.  Total beach erosion costs were estimated at two million dollars.

Rain bands associated with Tropical Storm Josephine produced 4 to 6 inches of rain in less than eight hours over parts of Southwest Florida.  Flooding of homes and streets were observed from Bradenton south to Port Charlotte.

Flooding from storm surges occurred along the entire West Florida coastline but was most pronounced in Pinellas county where nearly 1,400 dwellings were affected by floodwaters.  Estimated damage from Tropical Storm Josephine in Pinellas county alone was over 25 million.  Overall, nearly 3,600 homes from Levy county south along the West Florida coastline to Lee county were affected by floodwaters from Tropical Storm Josephine, mainly west of the U.S. 19 corridor.

One injury was reported when a male youth broke a leg attempting to surf the storm surge along a Pinellas county beach.",13,,,,
13,5580078,LEE (ZONE), ,10/7/1996,800,Tropical Storm,47, ,0.0,0.0,45000.0,0.0,FL,EST, ,2053665.0,Z,65.0,TBW,0.0,0.0, , , , , , , , , , , , , ,,"Tropical Storm Josephine moved northeast across the Gulf of Mexico and brought low to moderate range tropical storm force winds to mainly coastal areas of West Central and Southwest Florida.  Maximum sustained winds of 45 mph with gusts as high as 71 mph were observed at the Sunshine Skyway Bridge at the mouth of Tampa Bay.

Tropical Storm Josephine moved onshore in the Big Bend area of Florida and caused storm surges of 8 to 9 feet at Cedar Key in Levy county shortly after midnight on the 8th.  Storm surges of 4 to 6 feet were common from Citrus county south to the Tampa Bay metro area.  Storm surges of 2 to 4 feet were common from Anna Maria Island in Manatee county south to Ft. Myers in Lee county.

Minor to moderate beach erosion occurred along the Sarasota, Manatee, Pinellas and Hillsborough county beaches.  Total beach erosion costs were estimated at two million dollars.

Rain bands associated with Tropical Storm Josephine produced 4 to 6 inches of rain in less than eight hours over parts of Southwest Florida.  Flooding of homes and streets were observed from Bradenton south to Port Charlotte.

Flooding from storm surges occurred along the entire West Florida coastline but was most pronounced in Pinellas county where nearly 1,400 dwellings were affected by floodwaters.  Estimated damage from Tropical Storm Josephine in Pinellas county alone was over 25 million.  Overall, nearly 3,600 homes from Levy county south along the West Florida coastline to Lee county were affected by floodwaters from Tropical Storm Josephine, mainly west of the U.S. 19 corridor.

One injury was reported when a male youth broke a leg attempting to surf the storm surge along a Pinellas county beach.",14,,,,
14,5579876,SUMTER (ZONE), ,10/7/1996,800,Tropical Storm,35, ,0.0,0.0,0.0,0.0,FL,EST, ,2053665.0,Z,43.0,TBW,0.0,0.0, , , , , , , , , , , , , ,,"Tropical Storm Josephine moved northeast across the Gulf of Mexico and brought low to moderate range tropical storm force winds to mainly coastal areas of West Central and Southwest Florida.  Maximum sustained winds of 45 mph with gusts as high as 71 mph were observed at the Sunshine Skyway Bridge at the mouth of Tampa Bay.

Tropical Storm Josephine moved onshore in the Big Bend area of Florida and caused storm surges of 8 to 9 feet at Cedar Key in Levy county shortly after midnight on the 8th.  Storm surges of 4 to 6 feet were common from Citrus county south to the Tampa Bay metro area.  Storm surges of 2 to 4 feet were common from Anna Maria Island in Manatee county south to Ft. Myers in Lee county.

Minor to moderate beach erosion occurred along the Sarasota, Manatee, Pinellas and Hillsborough county beaches.  Total beach erosion costs were estimated at two million dollars.

Rain bands associated with Tropical Storm Josephine produced 4 to 6 inches of rain in less than eight hours over parts of Southwest Florida.  Flooding of homes and streets were observed from Bradenton south to Port Charlotte.

Flooding from storm surges occurred along the entire West Florida coastline but was most pronounced in Pinellas county where nearly 1,400 dwellings were affected by floodwaters.  Estimated damage from Tropical Storm Josephine in Pinellas county alone was over 25 million.  Overall, nearly 3,600 homes from Levy county south along the West Florida coastline to Lee county were affected by floodwaters from Tropical Storm Josephine, mainly west of the U.S. 19 corridor.

One injury was reported when a male youth broke a leg attempting to surf the storm surge along a Pinellas county beach.",15,,,,
15,5579875,LEVY (ZONE), ,10/7/1996,800,Tropical Storm,43, ,0.0,0.0,910000.0,0.0,FL,EST, ,2053665.0,Z,39.0,TBW,0.0,0.0, , , , , , , , , , , , , ,,"Tropical Storm Josephine moved northeast across the Gulf of Mexico and brought low to moderate range tropical storm force winds to mainly coastal areas of West Central and Southwest Florida.  Maximum sustained winds of 45 mph with gusts as high as 71 mph were observed at the Sunshine Skyway Bridge at the mouth of Tampa Bay.

Tropical Storm Josephine moved onshore in the Big Bend area of Florida and caused storm surges of 8 to 9 feet at Cedar Key in Levy county shortly after midnight on the 8th.  Storm surges of 4 to 6 feet were common from Citrus county south to the Tampa Bay metro area.  Storm surges of 2 to 4 feet were common from Anna Maria Island in Manatee county south to Ft. Myers in Lee county.

Minor to moderate beach erosion occurred along the Sarasota, Manatee, Pinellas and Hillsborough county beaches.  Total beach erosion costs were estimated at two million dollars.

Rain bands associated with Tropical Storm Josephine produced 4 to 6 inches of rain in less than eight hours over parts of Southwest Florida.  Flooding of homes and streets were observed from Bradenton south to Port Charlotte.

Flooding from storm surges occurred along the entire West Florida coastline but was most pronounced in Pinellas county where nearly 1,400 dwellings were affected by floodwaters.  Estimated damage from Tropical Storm Josephine in Pinellas county alone was over 25 million.  Overall, nearly 3,600 homes from Levy county south along the West Florida coastline to Lee county were affected by floodwaters from Tropical Storm Josephine, mainly west of the U.S. 19 corridor.

One injury was reported when a male youth broke a leg attempting to surf the storm surge along a Pinellas county beach.",16,,,,
16,5580075,SARASOTA (ZONE), ,10/7/1996,800,Tropical Storm,40, ,0.0,0.0,2680000.0,0.0,FL,EST, ,2053665.0,Z,60.0,TBW,0.0,0.0, , , , , , , , , , , , , ,,"Tropical Storm Josephine moved northeast across the Gulf of Mexico and brought low to moderate range tropical storm force winds to mainly coastal areas of West Central and Southwest Florida.  Maximum sustained winds of 45 mph with gusts as high as 71 mph were observed at the Sunshine Skyway Bridge at the mouth of Tampa Bay.

Tropical Storm Josephine moved onshore in the Big Bend area of Florida and caused storm surges of 8 to 9 feet at Cedar Key in Levy county shortly after midnight on the 8th.  Storm surges of 4 to 6 feet were common from Citrus county south to the Tampa Bay metro area.  Storm surges of 2 to 4 feet were common from Anna Maria Island in Manatee county south to Ft. Myers in Lee county.

Minor to moderate beach erosion occurred along the Sarasota, Manatee, Pinellas and Hillsborough county beaches.  Total beach erosion costs were estimated at two million dollars.

Rain bands associated with Tropical Storm Josephine produced 4 to 6 inches of rain in less than eight hours over parts of Southwest Florida.  Flooding of homes and streets were observed from Bradenton south to Port Charlotte.

Flooding from storm surges occurred along the entire West Florida coastline but was most pronounced in Pinellas county where nearly 1,400 dwellings were affected by floodwaters.  Estimated damage from Tropical Storm Josephine in Pinellas county alone was over 25 million.  Overall, nearly 3,600 homes from Levy county south along the West Florida coastline to Lee county were affected by floodwaters from Tropical Storm Josephine, mainly west of the U.S. 19 corridor.

One injury was reported when a male youth broke a leg attempting to surf the storm surge along a Pinellas county beach.",17,,,,
17,5580069,HILLSBOROUGH (ZONE), ,10/7/1996,800,Tropical Storm,62, ,0.0,0.0,2300000.0,0.0,FL,EST, ,2053665.0,Z,51.0,TBW,0.0,0.0, , , , , , , , , , , , , ,,"Tropical Storm Josephine moved northeast across the Gulf of Mexico and brought low to moderate range tropical storm force winds to mainly coastal areas of West Central and Southwest Florida.  Maximum sustained winds of 45 mph with gusts as high as 71 mph were observed at the Sunshine Skyway Bridge at the mouth of Tampa Bay.

Tropical Storm Josephine moved onshore in the Big Bend area of Florida and caused storm surges of 8 to 9 feet at Cedar Key in Levy county shortly after midnight on the 8th.  Storm surges of 4 to 6 feet were common from Citrus county south to the Tampa Bay metro area.  Storm surges of 2 to 4 feet were common from Anna Maria Island in Manatee county south to Ft. Myers in Lee county.

Minor to moderate beach erosion occurred along the Sarasota, Manatee, Pinellas and Hillsborough county beaches.  Total beach erosion costs were estimated at two million dollars.

Rain bands associated with Tropical Storm Josephine produced 4 to 6 inches of rain in less than eight hours over parts of Southwest Florida.  Flooding of homes and streets were observed from Bradenton south to Port Charlotte.

Flooding from storm surges occurred along the entire West Florida coastline but was most pronounced in Pinellas county where nearly 1,400 dwellings were affected by floodwaters.  Estimated damage from Tropical Storm Josephine in Pinellas county alone was over 25 million.  Overall, nearly 3,600 homes from Levy county south along the West Florida coastline to Lee county were affected by floodwaters from Tropical Storm Josephine, mainly west of the U.S. 19 corridor.

One injury was reported when a male youth broke a leg attempting to surf the storm surge along a Pinellas county beach.",18,,,,
18,5580074,HIGHLANDS (ZONE), ,10/7/1996,800,Tropical Storm,28, ,0.0,0.0,0.0,0.0,FL,EST, ,2053665.0,Z,57.0,TBW,0.0,0.0, , , , , , , , , , , , , ,,"Tropical Storm Josephine moved northeast across the Gulf of Mexico and brought low to moderate range tropical storm force winds to mainly coastal areas of West Central and Southwest Florida.  Maximum sustained winds of 45 mph with gusts as high as 71 mph were observed at the Sunshine Skyway Bridge at the mouth of Tampa Bay.

Tropical Storm Josephine moved onshore in the Big Bend area of Florida and caused storm surges of 8 to 9 feet at Cedar Key in Levy county shortly after midnight on the 8th.  Storm surges of 4 to 6 feet were common from Citrus county south to the Tampa Bay metro area.  Storm surges of 2 to 4 feet were common from Anna Maria Island in Manatee county south to Ft. Myers in Lee county.

Minor to moderate beach erosion occurred along the Sarasota, Manatee, Pinellas and Hillsborough county beaches.  Total beach erosion costs were estimated at two million dollars.

Rain bands associated with Tropical Storm Josephine produced 4 to 6 inches of rain in less than eight hours over parts of Southwest Florida.  Flooding of homes and streets were observed from Bradenton south to Port Charlotte.

Flooding from storm surges occurred along the entire West Florida coastline but was most pronounced in Pinellas county where nearly 1,400 dwellings were affected by floodwaters.  Estimated damage from Tropical Storm Josephine in Pinellas county alone was over 25 million.  Overall, nearly 3,600 homes from Levy county south along the West Florida coastline to Lee county were affected by floodwaters from Tropical Storm Josephine, mainly west of the U.S. 19 corridor.

One injury was reported when a male youth broke a leg attempting to surf the storm surge along a Pinellas county beach.",19,,,,
19,5581670,JEFFERSON (ZONE), ,10/7/1996,1200,Tropical Storm, , ,0.0,0.0,0.0,0.0,FL,EST, ,2052931.0,Z,18.0,TAE,0.0,0.0, , , , , , , , , , , , , ,,"The center of TS Josephine came ashore along the Florida Big Bend coast. Winds over 45 mph were reported along the coast at Horseshoe Beach with similar wind speeds observed inland. Some sporadic wind damage was reported across the Big Bend and into South Georgia.  

Storm tides over 9 feet were recorded at Suwannee, over 6 ft at Steinhatchee and around 6 ft at Dekle Beach. Significant damage, mainly from inundation of water, occurred along this area of coast.

Heavy rains caused widespread low land flooding across the Florida Big Bend from Tallahassee eastward.",20,,,,
20,5581676,LAFAYETTE (ZONE), ,10/7/1996,1200,Tropical Storm, , ,0.0,0.0,0.0,0.0,FL,EST, ,2052931.0,Z,29.0,TAE,0.0,0.0, , , , , , , , , , , , , ,,"The center of TS Josephine came ashore along the Florida Big Bend coast. Winds over 45 mph were reported along the coast at Horseshoe Beach with similar wind speeds observed inland. Some sporadic wind damage was reported across the Big Bend and into South Georgia.  

Storm tides over 9 feet were recorded at Suwannee, over 6 ft at Steinhatchee and around 6 ft at Dekle Beach. Significant damage, mainly from inundation of water, occurred along this area of coast.

Heavy rains caused widespread low land flooding across the Florida Big Bend from Tallahassee eastward.",21,,,,
21,5581675,DIXIE (ZONE), ,10/7/1996,1200,Tropical Storm, , ,0.0,0.0,0.0,0.0,FL,EST, ,2052931.0,Z,34.0,TAE,0.0,0.0, , , , , , , , , , , , , ,,"The center of TS Josephine came ashore along the Florida Big Bend coast. Winds over 45 mph were reported along the coast at Horseshoe Beach with similar wind speeds observed inland. Some sporadic wind damage was reported across the Big Bend and into South Georgia.  

Storm tides over 9 feet were recorded at Suwannee, over 6 ft at Steinhatchee and around 6 ft at Dekle Beach. Significant damage, mainly from inundation of water, occurred along this area of coast.

Heavy rains caused widespread low land flooding across the Florida Big Bend from Tallahassee eastward.",22,,,,
